user_id,email_clean,Propensity_Score,Next_Best_Action
003ELU3pSG5YWx8wSJ,carlos.sanchez@outlook.com,0.019276715930065795,DO_NOTHING_LOW_SCORE
003ub6XQ2RqdERCCMu,luis.rodriguez@outlook.com,0.016061519279733313,EMAIL_WE_MISS_YOU_STORYTELLING
003rQuuQhmO1uHcXGu,pedro.gomez@yahoo.es,0.03397991120748557,EMAIL_WE_MISS_YOU_STORYTELLING
003QRqjQuPHZEBzPAL,elena.ruiz@gmail.com,0.0185741588892499,DO_NOTHING_LOW_SCORE
003mkq72WR6gihgFn3,pedro.gomez@yahoo.es,0.05722744767007398,EMAIL_WE_MISS_YOU_STORYTELLING
003CLcC5KI6qpTbHJJ,maria.garcia@outlook.com,0.9522192888866242,PUSH_NEW_COLLECTION_NO_PROMO
0032tF32ZqboBR5zNB,elena.ruiz@outlook.com,0.027379206794525445,DO_NOTHING_LOW_SCORE
003Lro0Wd8OoNu9SUC,luis.rodriguez@hotmail.com,0.018628789184092463,DO_NOTHING_LOW_SCORE
003URKyqeQ055tFojl,ana.martinez@gmail.com,0.02665662479596906,DO_NOTHING_LOW_SCORE
003vlbrNKMmp3eRuA1,laura.lopez@yahoo.es,0.021885890816044706,EMAIL_WE_MISS_YOU_STORYTELLING
0031IKCc0eYrkUuW8c,luis.rodriguez@hotmail.com,0.015623516950873849,DO_NOTHING_LOW_SCORE
003sfPaHpsKMziItaI,laura.lopez@yahoo.es,0.9412017334811746,SMS_RECOVER_CART_20_OFF
003XFYTrVrFuLWU8Pm,ana.martinez@hotmail.com,0.028300753430154348,EMAIL_WE_MISS_YOU_STORYTELLING
003QQWoMVAdJCbxHCc,diego.fernandez@gmail.com,0.005016589722569789,DO_NOTHING_LOW_SCORE
003WA9FV73LE5LTSxs,maria.garcia@gmail.com,0.9593659055903213,SMS_RECOVER_CART_20_OFF
0031RQPJfe967DPaWQ,elena.ruiz@gmail.com,0.031563399485778104,EMAIL_WE_MISS_YOU_STORYTELLING
003Fl31gWp8U4QPBLF,maria.garcia@outlook.com,0.05786256374042539,EMAIL_WE_MISS_YOU_STORYTELLING
0032CvvDefRNiSuMSx,carlos.sanchez@outlook.com,0.04891694745016968,EMAIL_WE_MISS_YOU_STORYTELLING
003YcBw4C2fI0bCMdq,laura.lopez@yahoo.es,0.019602697526004277,DO_NOTHING_LOW_SCORE
003jn6uejxmNHQ5CYW,diego.fernandez@outlook.com,0.009078818223117444,DO_NOTHING_LOW_SCORE
003Dylzdy1uMPjeFIl,juan.perez@outlook.com,0.015946661484763473,DO_NOTHING_LOW_SCORE
003rJaCe2Vw8FX70bU,sofia.diaz@outlook.com,0.013655803910392048,DO_NOTHING_NEGATIVE_VALUE
003VMptmTITH9rLx8c,juan.perez@gmail.com,0.9383665349596771,SMS_RECOVER_CART_20_OFF
003PbIM0I2Gn2bLvzm,carlos.sanchez@yahoo.es,0.01520614828640409,DO_NOTHING_LOW_SCORE
0030jIKlhGmnZ3Yr4E,sofia.diaz@gmail.com,0.013843787585389037,EMAIL_WE_MISS_YOU_STORYTELLING
003jYbyfsk9j6ZJ3KB,laura.lopez@yahoo.es,0.9412288321086646,SMS_RECOVER_CART_20_OFF
003kP9PYb6OU9jIW79,ana.martinez@hotmail.com,0.026913983049621934,EMAIL_WE_MISS_YOU_STORYTELLING
003sXtJiQyK3LzFBcc,diego.fernandez@outlook.com,0.021930740453692237,DO_NOTHING_LOW_SCORE
0039RzMNRjtuuE1oAW,sofia.diaz@gmail.com,0.013569308079858787,DO_NOTHING_NEGATIVE_VALUE
003jxXp4gCEZL7WL88,luis.rodriguez@outlook.com,0.03622253314420326,EMAIL_WE_MISS_YOU_STORYTELLING
003IpRxicY07mKWAWq,laura.lopez@yahoo.es,0.03676940510050239,EMAIL_WE_MISS_YOU_STORYTELLING
003gHzNqkMR1iF8KST,luis.rodriguez@hotmail.com,0.06431640399160084,EMAIL_WE_MISS_YOU_STORYTELLING
003Dv9BNN25l3mDwT6,elena.ruiz@yahoo.es,0.9048172988167537,SMS_RECOVER_CART_20_OFF
0030xQQWgWmjeY9dkh,pedro.gomez@hotmail.com,0.0139302834159223,DO_NOTHING_NEGATIVE_VALUE
003tKpXnxDZpG5CKrQ,juan.perez@hotmail.com,0.0168355983150548,DO_NOTHING_LOW_SCORE
003nUWJiPTmEy8KbQe,sofia.diaz@yahoo.es,0.022192749723199928,DO_NOTHING_LOW_SCORE
003muoJAwA9UN3garD,luis.rodriguez@outlook.com,0.007997175054345598,DO_NOTHING_LOW_SCORE
003n0ll0Pkvx6ZmYwh,carlos.sanchez@gmail.com,0.019526994650659876,DO_NOTHING_LOW_SCORE
003JBx9uUhYaGrEgXk,sofia.diaz@outlook.com,0.023423391047056267,DO_NOTHING_LOW_SCORE
003swc1jmO6DBDYd83,carlos.sanchez@yahoo.es,0.01520614828640409,DO_NOTHING_LOW_SCORE
003G0ytfsaSGl4Ux7P,maria.garcia@gmail.com,0.02976396907267418,EMAIL_WE_MISS_YOU_STORYTELLING
003kcDkjmjNMbKPZrS,maria.garcia@gmail.com,0.9403955594452579,SMS_RECOVER_CART_20_OFF
003CZMD06XXUtGNT0C,carlos.sanchez@hotmail.com,0.02402494866712592,EMAIL_WE_MISS_YOU_STORYTELLING
0030ux8RtypzZKtv4Y,sofia.diaz@yahoo.es,0.03375474427278394,EMAIL_WE_MISS_YOU_STORYTELLING
003kOR8aRLUJwt4KLG,sofia.diaz@outlook.com,0.021948802265456605,EMAIL_WE_MISS_YOU_STORYTELLING
003wl0fqv1DDpxqsgG,maria.garcia@outlook.com,0.10119176521527389,DO_NOTHING_LOW_SCORE
003OBxvj7L6DDe8IFn,luis.rodriguez@outlook.com,0.9918757942267376,SMS_RECOVER_CART_20_OFF
003SAXlNA6JTgvjgsx,maria.garcia@gmail.com,0.05392621833084503,EMAIL_WE_MISS_YOU_STORYTELLING
003Shn4GwXMdDPOVsZ,laura.lopez@gmail.com,0.035253603965246696,DO_NOTHING_LOW_SCORE
003dUYNrlG0bqIHckw,sofia.diaz@hotmail.com,0.9385700718895247,SMS_RECOVER_CART_20_OFF
003lFwcCzLgu510dSC,luis.rodriguez@yahoo.es,0.026503803742294916,EMAIL_WE_MISS_YOU_STORYTELLING
0034PTEsiSL91V8t3c,juan.perez@hotmail.com,0.9514354573401123,SMS_RECOVER_CART_20_OFF
003hL8071URM0HVEV0,sofia.diaz@yahoo.es,0.9549362663219051,SMS_RECOVER_CART_20_OFF
0032uUK874LdC7v3ks,diego.fernandez@yahoo.es,0.009460567432230728,DO_NOTHING_LOW_SCORE
003UQ1pxFmegyeZjBt,pedro.gomez@outlook.com,0.01295045921996928,DO_NOTHING_LOW_SCORE
0039QLM2hvmQTrbxxv,sofia.diaz@hotmail.com,0.03104479753111479,EMAIL_WE_MISS_YOU_STORYTELLING
003pvOc5iL22X8ESNF,diego.fernandez@hotmail.com,0.9428167566362659,SMS_RECOVER_CART_20_OFF
003r7atna8PeQyKSNl,diego.fernandez@hotmail.com,0.9387701390051351,SMS_RECOVER_CART_20_OFF
003f1YL1ywhUsWXH9v,juan.perez@outlook.com,0.010657089019931832,DO_NOTHING_LOW_SCORE
003zDMczzwAvI5LIiN,laura.lopez@yahoo.es,0.02462782629991567,EMAIL_WE_MISS_YOU_STORYTELLING
003xvptlpf78vC1RTy,luis.rodriguez@gmail.com,0.02320561670174963,DO_NOTHING_LOW_SCORE
003HwcOSbyUW7YjpWw,diego.fernandez@outlook.com,0.05799183380314355,EMAIL_WE_MISS_YOU_STORYTELLING
003lcH7q4auPpT5xGo,ana.martinez@gmail.com,0.007519209482173499,DO_NOTHING_LOW_SCORE
003qY2KlflL1gcpsNp,luis.rodriguez@hotmail.com,0.9238193952948508,SMS_RECOVER_CART_20_OFF
003SBams5GBxwinyPS,juan.perez@hotmail.com,0.9245317434857292,SMS_RECOVER_CART_20_OFF
003irlcKA3WuytJ9Uz,ana.martinez@outlook.com,0.8930840864223513,DO_NOTHING_NEGATIVE_VALUE
0036OoaTFzLmgcBx2g,luis.rodriguez@yahoo.es,0.9483007534301542,EMAIL_WEEKLY_NEWSLETTER
003GjQA2Wpa4UCKRzp,luis.rodriguez@yahoo.es,0.06452528752537784,EMAIL_WE_MISS_YOU_STORYTELLING
003sMbQV0l1vSYVBBr,pedro.gomez@yahoo.es,0.02397991120748558,EMAIL_WE_MISS_YOU_STORYTELLING
003qvTjzglat8M1gWF,maria.garcia@yahoo.es,0.9498410022148395,SMS_RECOVER_CART_20_OFF
003va10OaOfuVYlrS0,ana.martinez@gmail.com,0.014533063856316787,DO_NOTHING_LOW_SCORE
003EtLZxttx8GYsgvU,maria.garcia@hotmail.com,0.009707259087959042,DO_NOTHING_LOW_SCORE
003yEcaEAJuxuGwDEB,diego.fernandez@gmail.com,0.01716401409101602,DO_NOTHING_LOW_SCORE
0034DUbHJBpDnrA6Jq,diego.fernandez@gmail.com,0.9410209442177377,SMS_RECOVER_CART_20_OFF
003yIMITZRFe6eQR4o,pedro.gomez@outlook.com,0.03330202900959309,EMAIL_WE_MISS_YOU_STORYTELLING
003BztQZl6W3zH7WsH,luis.rodriguez@yahoo.es,0.028300753430154348,EMAIL_WE_MISS_YOU_STORYTELLING
003hOyzcceVrFiwrNt,pedro.gomez@yahoo.es,0.9394940605038746,EMAIL_WEEKLY_NEWSLETTER
003FEYfUYs38FsDsCY,carlos.sanchez@gmail.com,0.9563379969363087,PUSH_NEW_COLLECTION_NO_PROMO
003nRlLW1VXLCQ9Z69,juan.perez@hotmail.com,0.029972241697592467,EMAIL_WE_MISS_YOU_STORYTELLING
0036EWtSZut9suxEGi,diego.fernandez@hotmail.com,0.044288963428884234,EMAIL_WE_MISS_YOU_STORYTELLING
003oQwcd6FyCPOQkXB,elena.ruiz@hotmail.com,0.02329899333443782,EMAIL_WE_MISS_YOU_STORYTELLING
003TmzCwkkwjI3HytL,elena.ruiz@hotmail.com,0.025091651194435734,EMAIL_WE_MISS_YOU_STORYTELLING
003hdYgHgtmzTmApuM,carlos.sanchez@yahoo.es,0.017484729489743243,DO_NOTHING_LOW_SCORE
0035oWRJo6WX4NoyZQ,diego.fernandez@hotmail.com,0.9439470600680275,SMS_RECOVER_CART_20_OFF
003nmPCBqpw1oeJ8Dy,elena.ruiz@outlook.com,0.03807258909853249,EMAIL_WE_MISS_YOU_STORYTELLING
003vCthQpuO5IAo2SM,diego.fernandez@gmail.com,0.023164014091016014,DO_NOTHING_LOW_SCORE
003HyI2yFjwI6iz6yO,ana.martinez@outlook.com,0.021212283485968566,DO_NOTHING_LOW_SCORE
003BiOk9zMMbxzq7Kn,ana.martinez@hotmail.com,0.031233398732967235,EMAIL_WE_MISS_YOU_STORYTELLING
0037spIOuxjmdYYJkK,luis.rodriguez@yahoo.es,0.023136632622271506,DO_NOTHING_NEGATIVE_VALUE
